"YieldCoefficientVariation_Percent","YieldMean_PoundPerAcre","Latitude_DecimalDegrees","Longitude_DecimalDegrees"
34.05,834.02,45.395102395,-121.146216214
26.8,2932.64,45.436766519,-117.188124434
21.91,2391.16,45.436766519,-117.938078666
23.74,2347.83,45.436766519,-118.021406914
142.59,109.59,45.436766519,-119.729635998
145.26,113.32,45.436766519,-119.771300122
148.97,157.55,45.436766519,-119.812964246
145.44,201.79,45.436766519,-119.85462837
163.07,157.44,45.436766519,-119.937956618
161.38,126.85,45.436766519,-119.979620742
153.09,187.63,45.436766519,-120.021284866
130.43,254.7,45.436766519,-120.06294899
136.67,269.54,45.436766519,-120.187941362
166.65,202.95,45.436766519,-120.229605486
166.76,195.79,45.436766519,-120.27126961
171.28,180.17,45.436766519,-120.437926106
66.62,692.13,45.436766519,-120.562918478
48.6,878.17,45.436766519,-120.604582602
41.04,945.72,45.436766519,-120.646246726
40.5,971.31,45.436766519,-120.68791085
32.41,1270.53,45.436766519,-120.771239098
27.98,1772,45.436766519,-120.812903222
30.8,799.33,45.436766519,-121.062887966
28.84,1530.34,45.436766519,-121.146216214
20.67,2105.05,45.478430643,-117.438109178
19.8,2918.42,45.478430643,-117.938078666
21.54,2691.55,45.478430643,-118.021406914
69.62,691.43,45.478430643,-118.854689394
61.36,855.67,45.478430643,-119.562979502
142.81,196.12,45.478430643,-119.64630775
142.17,147.91,45.478430643,-119.687971874
159.06,147.79,45.478430643,-119.937956618
165.47,142.64,45.478430643,-119.979620742
161.74,166.2,45.478430643,-120.06294899
148.09,202.51,45.478430643,-120.104613114
160.2,171.35,45.478430643,-120.187941362
169.1,174.2,45.478430643,-120.229605486
174.35,157.99,45.478430643,-120.27126961
98.91,452.41,45.478430643,-120.562918478
47.91,871.98,45.478430643,-120.604582602
41.79,887.52,45.478430643,-120.646246726
47.67,871.79,45.478430643,-120.68791085
45.57,843.95,45.478430643,-120.729574974
32.81,1223.27,45.478430643,-120.771239098
28.98,817.36,45.478430643,-120.937895594
24.82,2039.67,45.478430643,-120.979559718
27.82,785.39,45.478430643,-121.021223842
31.15,1372.55,45.478430643,-121.10455209
27.78,1637.24,45.478430643,-121.146216214
21.56,2012.28,45.478430643,-121.187880338
18.55,2418.77,45.520094767,-117.438109178
20.48,2300.83,45.520094767,-117.479773302
21.01,2809.17,45.520094767,-117.896414542
22.66,2726.2,45.520094767,-117.97974279
22.02,2809.62,45.520094767,-118.021406914
19.32,3182.47,45.520094767,-118.063071038
44.45,1282.89,45.520094767,-118.729697022
59.32,794.28,45.520094767,-118.771361146
73.03,592.84,45.520094767,-118.81302527
67.82,617.5,45.520094767,-118.854689394
103.09,532.11,45.520094767,-118.938017642
44.08,1024.23,45.520094767,-119.104674138
152.56,155.15,45.520094767,-119.521315378
150.72,137.21,45.520094767,-119.562979502
148.37,101.17,45.520094767,-119.604643626
143.88,76.88,45.520094767,-119.64630775
147.79,80.59,45.520094767,-119.687971874
148.63,101.73,45.520094767,-119.729635998
160.92,141.17,45.520094767,-119.771300122
152.54,108.65,45.520094767,-119.812964246
127.38,139.89,45.520094767,-119.85462837
156.67,77.12,45.520094767,-119.937956618
155.88,101.28,45.520094767,-119.979620742
128.71,159.14,45.520094767,-120.021284866
148.17,170.4,45.520094767,-120.104613114
125.38,247.72,45.520094767,-120.146277238
178.52,128.42,45.520094767,-120.27126961
183.13,122.04,45.520094767,-120.312933734
94.89,416.66,45.520094767,-120.521254354
54.03,744.24,45.520094767,-120.562918478
43.53,944.28,45.520094767,-120.646246726
45.16,951.68,45.520094767,-120.68791085
32.3,1175.62,45.520094767,-120.729574974
30.4,1303.45,45.520094767,-120.771239098
22.64,2147.09,45.520094767,-120.937895594
24.56,1889.74,45.520094767,-120.979559718
22.56,1112.32,45.520094767,-121.021223842
23.26,1890.81,45.520094767,-121.062887966
23.65,1821.24,45.520094767,-121.10455209
23.26,2025.54,45.520094767,-121.146216214
18.8,2523.55,45.561758891,-117.479773302
19.24,2442.18,45.561758891,-117.521437426
17.15,3864.03,45.561758891,-117.938078666
30.78,2305.1,45.561758891,-118.688032898
46.39,1068.17,45.561758891,-118.729697022
53.55,833.97,45.561758891,-118.771361146
51.08,811.28,45.561758891,-118.854689394
102.42,214.15,45.561758891,-119.479651254
104.04,181.1,45.561758891,-119.521315378
102.25,145.36,45.561758891,-119.562979502
97.6,130.58,45.561758891,-119.604643626
126.76,76.22,45.561758891,-119.64630775
132.97,73.28,45.561758891,-119.687971874
145.36,82.34,45.561758891,-119.729635998
120.05,168.79,45.561758891,-119.771300122
115.84,142.62,45.561758891,-119.812964246
155.73,67.36,45.561758891,-119.85462837
140.12,71.09,45.561758891,-119.896292494
151.71,84.79,45.561758891,-119.979620742
153.07,103.5,45.561758891,-120.021284866
47.64,682.15,45.561758891,-120.146277238
119.85,250.98,45.561758891,-120.187941362
124.13,210.29,45.561758891,-120.229605486
63.9,624.12,45.561758891,-120.521254354
38.56,1031.18,45.561758891,-120.562918478
36.63,1115.77,45.561758891,-120.604582602
33.87,1163.53,45.561758891,-120.646246726
32.92,1221.53,45.561758891,-120.68791085
32.67,1216.99,45.561758891,-120.729574974
32.22,1244.06,45.561758891,-120.771239098
28.96,1395.67,45.561758891,-120.812903222
25.74,1518.15,45.561758891,-120.854567346
19.23,2306.45,45.561758891,-120.937895594
18.64,2388.22,45.561758891,-120.979559718
19.01,2418.07,45.561758891,-121.021223842
20.58,1133.18,45.561758891,-121.062887966
19.34,2214.39,45.561758891,-121.10455209
20.04,2331.4,45.561758891,-121.146216214
20.57,2737.79,45.603423015,-117.896414542
36.58,1551.41,45.603423015,-118.688032898
37.08,1330.16,45.603423015,-118.729697022
37.32,1211.85,45.603423015,-118.771361146
37.88,1132.61,45.603423015,-119.02134589
38.25,1075.11,45.603423015,-119.063010014
43.6,648.27,45.603423015,-119.22966651
90.1,183.15,45.603423015,-119.521315378
44.7,609.62,45.603423015,-119.562979502
41.49,621.3,45.603423015,-119.604643626
71.34,203.18,45.603423015,-119.64630775
73.83,186.17,45.603423015,-119.687971874
98.09,125.75,45.603423015,-119.729635998
96.89,173.54,45.603423015,-119.771300122
111.58,90.54,45.603423015,-119.812964246
104.06,90.79,45.603423015,-119.85462837
96.66,117.17,45.603423015,-119.896292494
112.64,133.41,45.603423015,-119.979620742
46.23,548.32,45.603423015,-120.021284866
59.01,653.17,45.603423015,-120.521254354
37.95,992.3,45.603423015,-120.562918478
33.19,1198.43,45.603423015,-120.604582602
30.42,1237.79,45.603423015,-120.646246726
31.07,1191.04,45.603423015,-120.68791085
32.14,1144.63,45.603423015,-120.729574974
30.43,1231.05,45.603423015,-120.771239098
26.46,1420.53,45.603423015,-120.812903222
23.3,1736.24,45.603423015,-120.854567346
17.43,2622.11,45.603423015,-120.937895594
17.12,2625.27,45.603423015,-120.979559718
20.69,2315.45,45.603423015,-121.021223842
20.38,1165.94,45.603423015,-121.062887966
23.27,1955.44,45.603423015,-121.10455209
29.23,2333.74,45.645087139,-118.60470465
34.36,1804.94,45.645087139,-118.646368774
37.81,1474.2,45.645087139,-118.688032898
35.99,1345.88,45.645087139,-118.729697022
34.64,1271.7,45.645087139,-118.771361146
51.64,571.27,45.645087139,-119.063010014
51.58,387.68,45.645087139,-119.43798713
53.48,386.32,45.645087139,-119.479651254
32.71,711.44,45.645087139,-119.562979502
39.02,635.73,45.645087139,-120.021284866
84.1,371.68,45.645087139,-120.27126961
86.09,360.67,45.645087139,-120.312933734
103.28,308.73,45.645087139,-120.396261982
90.65,372.05,45.645087139,-120.437926106
42.82,796.82,45.645087139,-120.562918478
31.37,1143.96,45.645087139,-120.604582602
29.27,1264.81,45.645087139,-120.646246726
31.04,1158.49,45.645087139,-120.68791085
31.36,1187.1,45.645087139,-120.729574974
28.29,1285.18,45.645087139,-120.771239098
26.8,1360.57,45.645087139,-120.812903222
34.61,1777.18,45.686751263,-118.521376402
34.76,1650.53,45.686751263,-118.563040526
29.82,2172.61,45.686751263,-118.60470465
32.05,1989.79,45.686751263,-118.646368774
34.31,1733.95,45.686751263,-118.688032898
34.6,1330.8,45.686751263,-118.771361146
34.29,1208.54,45.686751263,-118.81302527
33.31,1024.76,45.686751263,-118.854689394
32.49,1234.06,45.686751263,-118.896353518
32.73,1256.85,45.686751263,-118.938017642
33.74,1065.59,45.686751263,-118.979681766
38.36,772.79,45.686751263,-119.063010014
45.77,516.99,45.686751263,-119.188002386
43.54,507.3,45.686751263,-119.43798713
47.51,477.84,45.686751263,-119.479651254
160.73,131.31,45.686751263,-120.396261982
126.37,194.92,45.686751263,-120.437926106
30.72,1066.61,45.686751263,-120.604582602
27.79,1356.06,45.686751263,-120.646246726
30.11,1216.84,45.686751263,-120.68791085
32.62,1995.18,45.728415387,-118.438048154
21.34,3957.51,45.728415387,-118.479712278
24.95,3221.5,45.728415387,-118.521376402
27.64,2506.61,45.728415387,-118.563040526
29.27,2208.58,45.728415387,-118.60470465
28.97,2220.1,45.728415387,-118.646368774
30.87,2087.28,45.728415387,-118.688032898
31.83,1904.26,45.728415387,-118.729697022
31.94,1670,45.728415387,-118.771361146
34.41,1280.71,45.728415387,-118.81302527
32.07,1189.91,45.728415387,-118.854689394
31.93,1172.93,45.728415387,-118.896353518
30.71,1114.61,45.728415387,-118.938017642
30.95,1031.23,45.728415387,-118.979681766
35.41,815.41,45.728415387,-119.063010014
33.48,808.05,45.728415387,-119.104674138
14.18,2916.07,45.728415387,-120.854567346
14.08,2875.98,45.728415387,-120.89623147
14.23,2856.76,45.728415387,-120.937895594
14.15,2820.99,45.728415387,-120.979559718
32.02,1765.39,45.770079511,-118.438048154
22.74,3477.23,45.770079511,-118.479712278
23.7,3145.76,45.770079511,-118.521376402
27.33,2527.79,45.770079511,-118.563040526
27.54,2504.68,45.770079511,-118.60470465
27.97,2462.95,45.770079511,-118.646368774
28.68,2435.81,45.770079511,-118.688032898
29.82,2280.33,45.770079511,-118.729697022
32.06,1823.61,45.770079511,-118.771361146
31.36,1606.33,45.770079511,-118.81302527
32.19,1463.11,45.770079511,-118.854689394
30.72,1151.63,45.770079511,-118.938017642
31.24,860.06,45.770079511,-119.063010014
14.21,2463.19,45.770079511,-120.729574974
14.1,2484.97,45.770079511,-120.771239098
14.33,2927.73,45.770079511,-120.812903222
14.02,2852.06,45.770079511,-120.854567346
14.05,2871.42,45.770079511,-120.89623147
14.83,2586.98,45.770079511,-120.937895594
31.45,1716.94,45.811743635,-118.39638403
26.92,2827.92,45.811743635,-118.438048154
26.22,2919.95,45.811743635,-118.479712278
25.05,3026.82,45.811743635,-118.521376402
23.63,3121.3,45.811743635,-118.563040526
25.3,2809.49,45.811743635,-118.60470465
24.72,2858.46,45.811743635,-118.646368774
25.79,2838.82,45.811743635,-118.688032898
28.84,2270.6,45.811743635,-118.729697022
29.59,2027.86,45.811743635,-118.771361146
29.81,1785.51,45.811743635,-118.81302527
30.27,1679.05,45.811743635,-118.854689394
30.56,1603.15,45.811743635,-118.896353518
28.82,1220.39,45.811743635,-118.979681766
28.76,1025.79,45.811743635,-119.02134589
14.09,2553.71,45.811743635,-120.729574974
14.75,2535.34,45.811743635,-120.771239098
14.25,2547.86,45.811743635,-120.89623147
34.68,1817.03,45.853407759,-118.354719906
27.8,2873.51,45.853407759,-118.39638403
27.75,2931.24,45.853407759,-118.438048154
26.76,3133.97,45.853407759,-118.479712278
23.94,3554.66,45.853407759,-118.521376402
24.56,3033.1,45.853407759,-118.563040526
27.85,2226.65,45.853407759,-118.60470465
27.13,2465.73,45.853407759,-118.646368774
25.55,2892.92,45.853407759,-118.688032898
25.37,2970.24,45.853407759,-118.729697022
27.04,2472.23,45.853407759,-118.771361146
27.95,2245.65,45.853407759,-118.81302527
28.82,2038.32,45.853407759,-118.854689394
29.94,1745.16,45.853407759,-118.896353518
29.87,1504.94,45.853407759,-118.938017642
27.86,1267,45.853407759,-118.979681766
14.04,2486.43,45.853407759,-120.854567346
14.24,2530.77,45.853407759,-120.89623147
14.54,2553.58,45.853407759,-120.937895594
23.23,4667.8,45.895071883,-116.188185458
27.56,3692.63,45.895071883,-116.229849582
24.79,3556.78,45.895071883,-116.271513706
22.01,3717.22,45.895071883,-117.313116806
26.76,3277.6,45.895071883,-118.313055782
29.09,2637.19,45.895071883,-118.354719906
30.22,2458.22,45.895071883,-118.39638403
29.27,2760.19,45.895071883,-118.438048154
28.91,2769.73,45.895071883,-118.479712278
24.44,3582.33,45.895071883,-118.521376402
23.96,3734.44,45.895071883,-118.563040526
24.93,3368.84,45.895071883,-118.60470465
26.05,2947.46,45.895071883,-118.646368774
25.31,2751.16,45.895071883,-118.688032898
23.01,3149.05,45.895071883,-118.729697022
24.81,3072.95,45.895071883,-118.771361146
25.37,2673.17,45.895071883,-118.81302527
26.38,2376.81,45.895071883,-118.854689394
27.65,2021.95,45.895071883,-118.896353518
26.65,4227.48,45.936736007,-116.063193086
27.59,4304.22,45.936736007,-116.10485721
27.61,4420.84,45.936736007,-116.146521334
25.4,4346.6,45.936736007,-116.188185458
28.13,3672.19,45.936736007,-116.229849582
25.06,3116.95,45.936736007,-116.271513706
22.26,3163.55,45.936736007,-117.229788558
22.04,4400.11,45.936736007,-118.271391658
27.61,2915,45.936736007,-118.313055782
33.8,1829.85,45.936736007,-118.354719906
35.96,1748.06,45.936736007,-118.438048154
33.11,1846.31,45.936736007,-118.479712278
30.9,1793.57,45.936736007,-118.521376402
29.05,2262.1,45.936736007,-118.563040526
28.65,2373.36,45.936736007,-118.60470465
26.67,2641.15,45.936736007,-118.646368774
22.95,3140.12,45.936736007,-118.688032898
22.15,3147.7,45.936736007,-118.729697022
21.98,3529.85,45.936736007,-118.771361146
24.31,2853.24,45.936736007,-118.81302527
54.32,375.54,45.936736007,-119.979620742
26.09,4205.95,45.978400131,-116.063193086
26,4259.45,45.978400131,-116.10485721
26.6,4351.82,45.978400131,-116.146521334
24.25,4316.41,45.978400131,-116.188185458
24.58,3944.87,45.978400131,-116.229849582
23.03,3617.44,45.978400131,-116.271513706
23.42,3380.67,45.978400131,-116.31317783
24.87,3857.94,45.978400131,-116.396506078
35.96,2126.65,45.978400131,-118.229727534
25.51,3668.35,45.978400131,-118.271391658
30.29,2420.9,45.978400131,-118.313055782
33.41,1801.48,45.978400131,-118.354719906
32.62,1800.52,45.978400131,-118.39638403
30.12,1983.77,45.978400131,-118.438048154
28.58,2021.72,45.978400131,-118.479712278
26.33,1868.25,45.978400131,-118.521376402
25.15,1757.67,45.978400131,-118.563040526
25.35,1593.08,45.978400131,-118.60470465
22.27,3136.39,45.978400131,-118.81302527
23.97,2413.53,45.978400131,-118.854689394
87.27,138.46,45.978400131,-119.85462837
19.82,1831.68,45.978400131,-120.187941362
19.36,1896.95,45.978400131,-120.229605486
24.72,4256.96,46.020064255,-116.063193086
24.87,4203.31,46.020064255,-116.10485721
25.25,4208.77,46.020064255,-116.146521334
23.97,4170.78,46.020064255,-116.188185458
23.35,3928.04,46.020064255,-116.229849582
23.09,3597.72,46.020064255,-116.271513706
23.41,3521.5,46.020064255,-116.31317783
23.81,3703.15,46.020064255,-116.354841954
24.66,4247.65,46.020064255,-116.396506078
25.07,4302.77,46.020064255,-116.438170202
19.88,4871.11,46.020064255,-118.18806341
29.64,2915.17,46.020064255,-118.229727534
29.41,2868.28,46.020064255,-118.271391658
33.82,2087.02,46.020064255,-118.313055782
31.06,2165.71,46.020064255,-118.354719906
29.81,1774.44,46.020064255,-118.438048154
27.97,1748.37,46.020064255,-118.479712278
26.2,1691.47,46.020064255,-118.521376402
25.4,1611.4,46.020064255,-118.563040526
25.27,1470.89,46.020064255,-118.60470465
23.59,1232.87,46.020064255,-118.646368774
43.47,356.77,46.020064255,-119.729635998
44.89,321.3,46.020064255,-119.771300122
49.22,295,46.020064255,-119.812964246
50.66,301.8,46.020064255,-119.85462837
19.6,1806.42,46.020064255,-120.187941362
20.26,1831.77,46.020064255,-120.229605486
23.23,4705.15,46.061728379,-116.063193086
24.73,4145.79,46.061728379,-116.146521334
22.43,4118.07,46.061728379,-116.188185458
22.69,4035.97,46.061728379,-116.229849582
23.79,3893.17,46.061728379,-116.271513706
24.27,3821.59,46.061728379,-116.31317783
24.85,3997.07,46.061728379,-116.354841954
24.97,4288.98,46.061728379,-116.396506078
30.22,3009.52,46.061728379,-118.18806341
30.35,2955.02,46.061728379,-118.229727534
32.02,2519.22,46.061728379,-118.271391658
29,2035.56,46.061728379,-118.438048154
28.4,1735.91,46.061728379,-118.479712278
27.81,1695.73,46.061728379,-118.521376402
27.93,1642.91,46.061728379,-118.563040526
24.33,1312.68,46.061728379,-118.646368774
24.76,1288.25,46.061728379,-118.688032898
22.9,827.94,46.061728379,-119.104674138
48.96,337.63,46.061728379,-119.812964246
49.29,353.69,46.061728379,-119.85462837
21.38,4670.51,46.103392503,-116.10485721
20.94,4415.76,46.103392503,-116.146521334
21.1,4073.36,46.103392503,-116.188185458
21.63,4155.12,46.103392503,-116.229849582
23.79,4085.94,46.103392503,-116.271513706
23.72,4133.5,46.103392503,-116.31317783
24.08,4272.4,46.103392503,-116.354841954
22.5,4321.91,46.103392503,-116.438170202
20.05,4941.7,46.103392503,-118.104735162
18.79,4842.98,46.103392503,-118.146399286
22.95,4498.23,46.103392503,-118.18806341
26.88,3196.32,46.103392503,-118.229727534
31.2,2664.35,46.103392503,-118.271391658
32.65,2338.61,46.103392503,-118.313055782
31.13,2205.61,46.103392503,-118.354719906
29.99,2050.94,46.103392503,-118.39638403
29.94,1910.94,46.103392503,-118.438048154
28.7,1914.99,46.103392503,-118.479712278
24.87,1651.74,46.103392503,-118.688032898
24.3,1757.12,46.103392503,-118.729697022
16.13,973.05,46.103392503,-119.146338262
20.12,846.67,46.103392503,-119.271330634
20.98,895.94,46.103392503,-119.312994758
22.17,868.99,46.103392503,-119.354658882
23.6,790.56,46.103392503,-119.396323006
29.7,677.96,46.103392503,-119.43798713
36.61,460.78,46.103392503,-119.521315378
42.33,479.85,46.103392503,-119.812964246
21.78,4382.6,46.145056627,-116.146521334
21.94,3898.8,46.145056627,-116.188185458
20.64,4064.64,46.145056627,-116.229849582
22.87,4069.41,46.145056627,-116.271513706
22.72,4162.37,46.145056627,-116.31317783
23.51,4258.43,46.145056627,-116.354841954
21.81,4268.26,46.145056627,-116.396506078
23.44,4415.98,46.145056627,-116.438170202
23.2,4437.55,46.145056627,-116.479834326
22.68,4508.66,46.145056627,-116.52149845
19.3,4843.74,46.145056627,-118.104735162
19.59,4711.86,46.145056627,-118.146399286
22.57,4449.75,46.145056627,-118.18806341
25.21,3865,46.145056627,-118.229727534
29.58,2680.75,46.145056627,-118.271391658
30.94,2290.77,46.145056627,-118.313055782
30.25,2173.88,46.145056627,-118.354719906
29.04,2279.74,46.145056627,-118.39638403
28.34,2243.18,46.145056627,-118.438048154
27.12,2434.45,46.145056627,-118.521376402
25.97,2664.52,46.145056627,-118.563040526
24.22,1675.82,46.145056627,-118.688032898
18.84,765.01,46.145056627,-119.271330634
18.46,818,46.145056627,-119.312994758
16.57,937.84,46.145056627,-119.354658882
18.7,964.01,46.145056627,-119.396323006
21.97,897.02,46.145056627,-119.43798713
31.07,604.93,46.145056627,-119.521315378
34.46,503.73,46.145056627,-119.64630775
35.81,486.72,46.145056627,-119.687971874
33.85,535.57,46.145056627,-119.729635998
32.17,631.65,46.145056627,-119.771300122
33.36,677.6,46.145056627,-119.812964246
21.53,4513.44,46.186720751,-116.10485721
23.27,3993.11,46.186720751,-116.146521334
23.47,3717.01,46.186720751,-116.188185458
21.65,3578.49,46.186720751,-116.229849582
20.98,3860.37,46.186720751,-116.271513706
21.89,4019.65,46.186720751,-116.31317783
22.58,4135.33,46.186720751,-116.354841954
23.15,4211.5,46.186720751,-116.396506078
22.19,4218.55,46.186720751,-116.438170202
23.37,4307.32,46.186720751,-116.479834326
21.09,4277.21,46.186720751,-116.52149845
22.21,4540.46,46.186720751,-116.604826698
24.26,1880.76,46.186720751,-117.063132062
25.44,2069.84,46.186720751,-117.104796186
27.06,2049.05,46.186720751,-117.14646031
18.77,4759,46.186720751,-118.063071038
22.49,4158.59,46.186720751,-118.146399286
25.29,3599.95,46.186720751,-118.18806341
27.19,2965.57,46.186720751,-118.229727534
29.54,2479.47,46.186720751,-118.271391658
28.81,2466.16,46.186720751,-118.313055782
28.61,2420.87,46.186720751,-118.354719906
28.36,2262.46,46.186720751,-118.39638403
26.86,2330.45,46.186720751,-118.438048154
27.12,2166.39,46.186720751,-118.521376402
25.12,2350.9,46.186720751,-118.563040526
16.87,962.84,46.186720751,-119.43798713
17.12,960.78,46.186720751,-119.479651254
19.05,920.4,46.186720751,-119.521315378
18.19,891.54,46.186720751,-119.562979502
23.62,687.09,46.186720751,-119.604643626
29.43,635.38,46.186720751,-119.64630775
31.71,576.18,46.186720751,-119.687971874
22.57,4423.11,46.228384875,-116.10485721
23.27,3781.13,46.228384875,-116.146521334
21.9,3445.69,46.228384875,-116.188185458
21.69,3377.59,46.228384875,-116.229849582
20.59,3704.59,46.228384875,-116.271513706
22.11,3784.63,46.228384875,-116.31317783
22.32,4005.97,46.228384875,-116.354841954
22.9,4154.21,46.228384875,-116.396506078
22.04,4193.9,46.228384875,-116.438170202
22.66,4259.19,46.228384875,-116.479834326
23.21,4211.96,46.228384875,-116.52149845
22.18,4602.75,46.228384875,-116.563162574
24.25,4045.55,46.228384875,-116.604826698
19.69,3042.77,46.228384875,-116.896475566
27.22,1858.14,46.228384875,-117.063132062
37.47,1868.15,46.228384875,-117.229788558
18.19,4853.69,46.228384875,-117.97974279
20.01,4488.1,46.228384875,-118.021406914
21.86,3907.71,46.228384875,-118.063071038
23.91,3325.96,46.228384875,-118.104735162
25.57,3063.39,46.228384875,-118.146399286
24.79,3410.96,46.228384875,-118.18806341
24.17,3463.73,46.228384875,-118.229727534
25.22,3045.74,46.228384875,-118.271391658
26.16,2711.99,46.228384875,-118.313055782
26.32,2608.89,46.228384875,-118.354719906
26.38,2260.48,46.228384875,-118.39638403
25.16,2347.65,46.228384875,-118.438048154
26.01,2070.61,46.228384875,-118.479712278
25.58,1892.78,46.228384875,-118.521376402
24.55,1721.19,46.228384875,-118.563040526
15.16,1086.62,46.228384875,-119.521315378
17.34,1036.59,46.228384875,-119.562979502
20.56,784.38,46.228384875,-119.604643626
23.36,3619.07,46.270048999,-116.146521334
21.01,3476.64,46.270048999,-116.188185458
22,3492.9,46.270048999,-116.229849582
20.72,3699.41,46.270048999,-116.271513706
20.02,3958.74,46.270048999,-116.31317783
21.15,4021.57,46.270048999,-116.354841954
22.42,4062.41,46.270048999,-116.396506078
22.26,4203.23,46.270048999,-116.438170202
21.12,4212.28,46.270048999,-116.479834326
20.87,4243.37,46.270048999,-116.52149845
20.97,4341.1,46.270048999,-116.563162574
20.71,4393.93,46.270048999,-116.604826698
21.22,4487.02,46.270048999,-116.646490822
19.19,4108.02,46.270048999,-116.771483194
17.82,4156,46.270048999,-116.813147318
18.36,3696.45,46.270048999,-116.854811442
18.42,3231.58,46.270048999,-116.896475566
32.13,1874.34,46.270048999,-117.229788558
17.81,4330.87,46.270048999,-117.938078666
20.49,4043,46.270048999,-117.97974279
23.31,3181.98,46.270048999,-118.021406914
26.41,2590.81,46.270048999,-118.063071038
26.6,2622.13,46.270048999,-118.104735162
25.52,2839.62,46.270048999,-118.146399286
25.94,2758.1,46.270048999,-118.18806341
26.23,2555.83,46.270048999,-118.229727534
25.48,2591.41,46.270048999,-118.271391658
25.62,2523.06,46.270048999,-118.313055782
25.48,2494.7,46.270048999,-118.354719906
26.14,2033.14,46.270048999,-118.39638403
25.12,1835.9,46.270048999,-118.438048154
24.8,1694.63,46.270048999,-118.479712278
24.06,1670.65,46.270048999,-118.521376402
24.09,1648.47,46.270048999,-118.563040526
21.47,3936.49,46.311713123,-116.188185458
19.88,3973.93,46.311713123,-116.229849582
19.9,4122.18,46.311713123,-116.271513706
19.22,4275.51,46.311713123,-116.31317783
19.61,4225.99,46.311713123,-116.354841954
20.19,4091.29,46.311713123,-116.396506078
20.18,4277.55,46.311713123,-116.438170202
21.15,4258.8,46.311713123,-116.479834326
21.97,4261.4,46.311713123,-116.52149845
