CV,YIELD,LAT,LONG
21.44,1598.46,45.60342302,-120.9795597
24.2,1359.19,45.60342302,-121.0212238
28.16,627.96,45.60342302,-121.062888
31.97,1099.16,45.60342302,-121.1045521
32.84,1264.23,45.64508714,-118.6047047
42.65,950.22,45.64508714,-118.6463688
80.18,628.32,45.64508714,-118.6880329
86.37,525.24,45.64508714,-118.729697
93.86,436.94,45.64508714,-118.7713611
160.82,18.35,45.64508714,-119.06301
108.61,7.73,45.64508714,-119.4379871
110.85,7.78,45.64508714,-119.4796513
99.64,119.03,45.64508714,-119.5629795
122.86,113.64,45.64508714,-120.0212849
163.43,10.06,45.64508714,-120.2712696
167.91,10.06,45.64508714,-120.3129337
233.16,12.05,45.64508714,-120.396262
286.06,24.68,45.64508714,-120.4379261
203.49,105.46,45.64508714,-120.5629185
100.61,285.89,45.64508714,-120.6045826
80.03,393.03,45.64508714,-120.6462467
100.45,285.84,45.64508714,-120.6879109
95.76,328.43,45.64508714,-120.729575
75.29,441.12,45.64508714,-120.7712391
64.62,531.79,45.64508714,-120.8129032
44.63,948.16,45.68675126,-118.5213764
45.8,867.64,45.68675126,-118.5630405
48.02,1040.45,45.68675126,-118.6047047
61.32,856.24,45.68675126,-118.6463688
78.19,616.23,45.68675126,-118.6880329
124.05,249.3,45.68675126,-118.7713611
138.26,179.23,45.68675126,-118.8130253
127.65,123.38,45.68675126,-118.8546894
120.97,231.82,45.68675126,-118.8963535
121.92,236.95,45.68675126,-118.9380176
134.14,123.16,45.68675126,-118.9796818
127.15,35.17,45.68675126,-119.06301
141.02,14.77,45.68675126,-119.1880024
112.78,12.9,45.68675126,-119.4379871
110.13,11.06,45.68675126,-119.4796513
195.27,2.78,45.68675126,-120.396262
288.33,7.41,45.68675126,-120.4379261
106.79,237.83,45.68675126,-120.6045826
64.1,514.28,45.68675126,-120.6462467
82.53,378.01,45.68675126,-120.6879109
36.4,983.06,45.72841539,-118.4380482
25.85,2674.37,45.72841539,-118.4797123
27.63,1929.06,45.72841539,-118.5213764
34.61,1338.46,45.72841539,-118.5630405
46.71,1060.57,45.72841539,-118.6047047
49.95,1049.63,45.72841539,-118.6463688
55.19,945.16,45.72841539,-118.6880329
62.68,798.68,45.72841539,-118.729697
76.61,595.43,45.72841539,-118.7713611
123.4,262.71,45.72841539,-118.8130253
123.69,197.36,45.72841539,-118.8546894
122.2,186.54,45.72841539,-118.8963535
114.19,141.76,45.72841539,-118.9380176
129.27,100,45.72841539,-118.9796818
144.61,41.99,45.72841539,-119.06301
122.41,40.93,45.72841539,-119.1046741
17.28,1854.95,45.72841539,-120.8545673
18,1813.55,45.72841539,-120.8962315
17.79,1808.18,45.72841539,-120.9378956
17.29,1788.16,45.72841539,-120.9795597
41.85,969.47,45.77007951,-118.4380482
26.16,2182.51,45.77007951,-118.4797123
26.85,1880.44,45.77007951,-118.5213764
34.16,1379.56,45.77007951,-118.5630405
36.86,1336.25,45.77007951,-118.6047047
39.37,1287.21,45.77007951,-118.6463688
38.7,1296.69,45.77007951,-118.6880329
44.02,1168.94,45.77007951,-118.729697
67.15,731.18,45.77007951,-118.7713611
82.63,527.79,45.77007951,-118.8130253
92.21,411.02,45.77007951,-118.8546894
112.16,158.27,45.77007951,-118.9380176
123.64,49.87,45.77007951,-119.06301
17.12,1239.18,45.77007951,-120.729575
17.41,1253.57,45.77007951,-120.7712391
18.22,1845.52,45.77007951,-120.8129032
19.36,1764.2,45.77007951,-120.8545673
19.74,1789.22,45.77007951,-120.8962315
15.92,1418.28,45.77007951,-120.9378956
37.45,919.74,45.81174364,-118.396384
30.87,1680.7,45.81174364,-118.4380482
29.86,1735.41,45.81174364,-118.4797123
29.02,1816.53,45.81174364,-118.5213764
26.83,1886.31,45.81174364,-118.5630405
29.34,1634.4,45.81174364,-118.6047047
28.84,1660.08,45.81174364,-118.6463688
29.71,1664.05,45.81174364,-118.6880329
40.81,1200.3,45.81174364,-118.729697
52.43,937.13,45.81174364,-118.7713611
65.9,714.1,45.81174364,-118.8130253
71.5,616.12,45.81174364,-118.8546894
80.32,526.36,45.81174364,-118.8963535
100.61,181.04,45.81174364,-118.9796818
118.52,97.22,45.81174364,-119.0213459
14.74,1428.96,45.81174364,-120.729575
14.39,1401.56,45.81174364,-120.7712391
14.97,1401.62,45.81174364,-120.8962315
42.82,1019.37,45.85340776,-118.3547199
33.67,1726.79,45.85340776,-118.396384
32.58,1762.26,45.85340776,-118.4380482
30.58,1926.64,45.85340776,-118.4797123
27.9,2266.4,45.85340776,-118.5213764
27.4,1797.08,45.85340776,-118.5630405
40.97,1125.94,45.85340776,-118.6047047
34.03,1336.19,45.85340776,-118.6463688
29.22,1718.06,45.85340776,-118.6880329
28.92,1799.8,45.85340776,-118.729697
33.37,1406.21,45.85340776,-118.7713611
40.7,1206.41,45.85340776,-118.8130253
47.93,1006.6,45.85340776,-118.8546894
70.85,657.62,45.85340776,-118.8963535
91.38,417.6,45.85340776,-118.9380176
99.05,223.04,45.85340776,-118.9796818
14.72,1405.81,45.85340776,-120.8545673
13.75,1411.25,45.85340776,-120.8962315
14.68,1411.83,45.85340776,-120.9378956
23.84,2967.56,45.89507188,-116.1881855
29.93,2167.69,45.89507188,-116.2298496
27.03,2094.21,45.89507188,-116.2715137
25.65,2315.12,45.89507188,-117.3131168
31.6,1995.86,45.89507188,-118.3130558
35.89,1509.33,45.89507188,-118.3547199
45.19,1296.25,45.89507188,-118.396384
36.1,1593.63,45.89507188,-118.4380482
34.16,1642.08,45.89507188,-118.4797123
29.59,2285.77,45.89507188,-118.5213764
29.09,2425.25,45.89507188,-118.5630405
28.25,2073.14,45.89507188,-118.6047047
29.14,1706.22,45.89507188,-118.6463688
30.38,1543.61,45.89507188,-118.6880329
26.37,1902.58,45.89507188,-118.729697
28.83,1856,45.89507188,-118.7713611
30.16,1574.86,45.89507188,-118.8130253
34.93,1326.02,45.89507188,-118.8546894
48.3,965.75,45.89507188,-118.8963535
32.45,2628.6,45.93673601,-116.0631931
32.5,2716.97,45.93673601,-116.1048572
31.52,2790.02,45.93673601,-116.1465213
30.04,2652.08,45.93673601,-116.1881855
31.76,2118.46,45.93673601,-116.2298496
28.74,1610.16,45.93673601,-116.2715137
25.53,1829.69,45.93673601,-117.2297886
26.24,3104.42,45.93673601,-118.2713917
31.59,1734.61,45.93673601,-118.3130558
74.79,641.91,45.93673601,-118.3547199
92.4,518.45,45.93673601,-118.4380482
73.19,667.36,45.93673601,-118.4797123
69.63,659.08,45.93673601,-118.5213764
46.41,1164.73,45.93673601,-118.5630405
43.07,1282.42,45.93673601,-118.6047047
30.59,1540.99,45.93673601,-118.6463688
26.4,1917.7,45.93673601,-118.6880329
25.54,1946.92,45.93673601,-118.729697
25.71,2254.77,45.93673601,-118.7713611
28.44,1727.26,45.93673601,-118.8130253
123.46,9.53,45.93673601,-119.9796207
33.12,2591.53,45.97840013,-116.0631931
31.73,2665.37,45.97840013,-116.1048572
31.12,2729.21,45.97840013,-116.1465213
28.33,2646,45.97840013,-116.1881855
29.32,2364.39,45.97840013,-116.2298496
26.02,2098.91,45.97840013,-116.2715137
26.2,1946.25,45.97840013,-116.3131778
27.86,2321.19,45.97840013,-116.3965061
42.99,1191.18,45.97840013,-118.2297275
30.27,2327.12,45.97840013,-118.2713917
45.96,1266.23,45.97840013,-118.3130558
80.92,637.83,45.97840013,-118.3547199
76.36,640.15,45.97840013,-118.396384
55.79,889.54,45.97840013,-118.4380482
46.98,1020.67,45.97840013,-118.4797123
51.66,853.15,45.97840013,-118.5213764
58.71,730.45,45.97840013,-118.5630405
64.09,589.66,45.97840013,-118.6047047
25.84,1935.65,45.97840013,-118.8130253
28.51,1393.2,45.97840013,-118.8546894
101.97,2.31,45.97840013,-119.8546284
20.55,945.45,45.97840013,-120.1879414
19.6,945.5,45.97840013,-120.2296055
29.79,2610.39,46.02006426,-116.0631931
30.56,2592.59,46.02006426,-116.1048572
30.2,2587.28,46.02006426,-116.1465213
27.05,2568.6,46.02006426,-116.1881855
25.85,2395.4,46.02006426,-116.2298496
25.91,2111.52,46.02006426,-116.2715137
25.52,2038.65,46.02006426,-116.3131778
26.78,2171.21,46.02006426,-116.354842
29,2574.09,46.02006426,-116.3965061
27.62,2635.19,46.02006426,-116.4381702
18,4036.83,46.02006426,-118.1880634
39.04,1728.46,46.02006426,-118.2297275
35.94,1663.21,46.02006426,-118.2713917
67.47,874.57,46.02006426,-118.3130558
42.02,1213.02,46.02006426,-118.3547199
69.09,666.36,46.02006426,-118.4380482
68.53,683.3,46.02006426,-118.4797123
74.01,612.32,46.02006426,-118.5213764
71.18,581.45,46.02006426,-118.5630405
80.72,400.11,46.02006426,-118.6047047
94.26,188.21,46.02006426,-118.6463688
106.69,8.01,46.02006426,-119.729636
88.34,6.61,46.02006426,-119.7713001
91.22,5.96,46.02006426,-119.8129642
124.49,7.1,46.02006426,-119.8546284
20.32,914.87,46.02006426,-120.1879414
19.23,913.07,46.02006426,-120.2296055
25.67,3016.34,46.06172838,-116.0631931
29.35,2559.04,46.06172838,-116.1465213
25.43,2508.25,46.06172838,-116.1881855
25.54,2469.06,46.06172838,-116.2298496
25.49,2368.15,46.06172838,-116.2715137
25.66,2300.25,46.06172838,-116.3131778
27.01,2444.47,46.06172838,-116.354842
27.71,2633.15,46.06172838,-116.3965061
37.65,1720.56,46.06172838,-118.1880634
40.54,1757.96,46.06172838,-118.2297275
46.52,1336.98,46.06172838,-118.2713917
34.76,1161.28,46.06172838,-118.4380482
69.81,661.22,46.06172838,-118.4797123
74.67,599.19,46.06172838,-118.5213764
76,547.16,46.06172838,-118.5630405
92.87,227.26,46.06172838,-118.6463688
101.02,217.88,46.06172838,-118.6880329
83.51,52.5,46.06172838,-119.1046741
150.24,8.64,46.06172838,-119.8129642
153.68,10.37,46.06172838,-119.8546284
22.55,3150.46,46.1033925,-116.1048572
24.64,2804.65,46.1033925,-116.1465213
24.67,2497.69,46.1033925,-116.1881855
23.77,2588.11,46.1033925,-116.2298496
24.18,2570.5,46.1033925,-116.2715137
25.53,2585.2,46.1033925,-116.3131778
24.41,2707.67,46.1033925,-116.354842
28.91,2582.06,46.1033925,-116.4381702
18.15,4019.84,46.1033925,-118.1047352
18.19,3973.24,46.1033925,-118.1463993
29.71,3121.61,46.1033925,-118.1880634
34.71,2083.75,46.1033925,-118.2297275
44.25,1451.15,46.1033925,-118.2713917
53.93,1131.79,46.1033925,-118.3130558
52.04,1062.71,46.1033925,-118.3547199
54.55,937.58,46.1033925,-118.396384
59.64,813.15,46.1033925,-118.4380482
62.09,805.36,46.1033925,-118.4797123
64.85,580.02,46.1033925,-118.6880329
58.93,711.27,46.1033925,-118.729697
73.81,110.21,46.1033925,-119.1463383
73.13,59.75,46.1033925,-119.2713306
78.52,95.69,46.1033925,-119.3129948
88.15,80.28,46.1033925,-119.3546589
84.57,53.58,46.1033925,-119.396323
77.39,30.17,46.1033925,-119.4379871
70.37,12.78,46.1033925,-119.5213154
212.72,29.59,46.1033925,-119.8129642
23.43,2868.79,46.14505663,-116.1465213
27.35,2409.54,46.14505663,-116.1881855
24.55,2523.78,46.14505663,-116.2298496
24,2556.66,46.14505663,-116.2715137
23.83,2665.84,46.14505663,-116.3131778
24.41,2703.97,46.14505663,-116.354842
24.35,2738.31,46.14505663,-116.3965061
26.91,2794.47,46.14505663,-116.4381702
25.41,2871.19,46.14505663,-116.4798343
25.14,2968.24,46.14505663,-116.5214985
17.84,4002.81,46.14505663,-118.1047352
21.63,3672.55,46.14505663,-118.1463993
28.31,3094.42,46.14505663,-118.1880634
32.19,2483.62,46.14505663,-118.2297275
40.38,1486.77,46.14505663,-118.2713917
49.41,1143.89,46.14505663,-118.3130558
50.81,1057.76,46.14505663,-118.3547199
39.29,1262.78,46.14505663,-118.396384
45.37,1149.07,46.14505663,-118.4380482
38.2,1340.75,46.14505663,-118.5213764
32.01,1562.83,46.14505663,-118.5630405
64.48,605.7,46.14505663,-118.6880329
65.06,40.17,46.14505663,-119.2713306
66.17,52.31,46.14505663,-119.3129948
74.28,105.45,46.14505663,-119.3546589
74.44,122.71,46.14505663,-119.396323
87.45,88.32,46.14505663,-119.4379871
66.26,23.48,46.14505663,-119.5213154
107.45,26.36,46.14505663,-119.6463078
99.28,22.99,46.14505663,-119.6879719
71.11,18.21,46.14505663,-119.729636
77.85,24.85,46.14505663,-119.7713001
100.04,32.48,46.14505663,-119.8129642
25.03,2932.35,46.18672075,-116.1048572
30,2474.42,46.18672075,-116.1465213
30.57,2217.65,46.18672075,-116.1881855
23.01,2050.76,46.18672075,-116.2298496
23.23,2312.76,46.18672075,-116.2715137
23.3,2445.54,46.18672075,-116.3131778
23.56,2653.77,46.18672075,-116.354842
22.74,2659.72,46.18672075,-116.3965061
23.84,2727.75,46.18672075,-116.4381702
26.06,2822.19,46.18672075,-116.4798343
26.48,2928.08,46.18672075,-116.5214985
26.43,3112.07,46.18672075,-116.6048267
33.4,952.52,46.18672075,-117.0631321
32.69,1072.42,46.18672075,-117.1047962
33.75,1068.06,46.18672075,-117.1464603
18.22,3905.55,46.18672075,-118.063071
27.43,2795.53,46.18672075,-118.1463993
29.76,2228.33,46.18672075,-118.1880634
32.99,1773.89,46.18672075,-118.2297275
41.03,1348.17,46.18672075,-118.2713917
39.49,1346.92,46.18672075,-118.3130558
40.67,1302.05,46.18672075,-118.3547199
43.5,1175.75,46.18672075,-118.396384
37.93,1282.17,46.18672075,-118.4380482
43.45,1111.4,46.18672075,-118.5213764
33.75,1323.98,46.18672075,-118.5630405
82.31,114.93,46.18672075,-119.4379871
75.69,112.7,46.18672075,-119.4796513
81.56,97.38,46.18672075,-119.5213154
77.83,87.91,46.18672075,-119.5629795
58.35,33.14,46.18672075,-119.6046436
64.8,25.35,46.18672075,-119.6463078
69.53,21.07,46.18672075,-119.6879719
25.13,2914.17,46.22838488,-116.1048572
29.94,2290.62,46.22838488,-116.1465213
27.84,1937.56,46.22838488,-116.1881855
23.53,1887.29,46.22838488,-116.2298496
22.19,2174.41,46.22838488,-116.2715137
23.21,2234.57,46.22838488,-116.3131778
24.39,2410.66,46.22838488,-116.354842
23.91,2523.98,46.22838488,-116.3965061
23.95,2630.81,46.22838488,-116.4381702
25.41,2652.07,46.22838488,-116.4798343
25.51,2746.68,46.22838488,-116.5214985
22.47,2955.81,46.22838488,-116.5631626
25.02,2776.63,46.22838488,-116.6048267
22.93,1737.71,46.22838488,-116.8964756
29.47,1030.8,46.22838488,-117.0631321
48.03,1036.74,46.22838488,-117.2297886
18,3939.15,46.22838488,-117.9797428
21.55,3347.38,46.22838488,-118.0214069
25.74,2544.25,46.22838488,-118.063071
26.45,2018.48,46.22838488,-118.1047352
28.48,1815.19,46.22838488,-118.1463993
28.09,2091.55,46.22838488,-118.1880634
29.67,2139.67,46.22838488,-118.2297275
30.32,1829.1,46.22838488,-118.2713917
31.08,1602.11,46.22838488,-118.3130558
30.32,1546.23,46.22838488,-118.3547199
36.31,1231.61,46.22838488,-118.396384
32.57,1325.95,46.22838488,-118.4380482
44.09,1060.02,46.22838488,-118.4797123
49.07,880.91,46.22838488,-118.5213764
60.21,672.48,46.22838488,-118.5630405
68.25,205.99,46.22838488,-119.5213154
72.45,181.01,46.22838488,-119.5629795
83.01,48.99,46.22838488,-119.6046436
31.04,2160.41,46.270049,-116.1465213
25.2,1995.9,46.270049,-116.1881855
23.87,2015.08,46.270049,-116.2298496
22.65,2177.21,46.270049,-116.2715137
22.49,2412.91,46.270049,-116.3131778
22.59,2463.52,46.270049,-116.354842
23.17,2486.88,46.270049,-116.3965061
23.49,2592.7,46.270049,-116.4381702
23.07,2662.77,46.270049,-116.4798343
23.1,2684.4,46.270049,-116.5214985
22.81,2824.49,46.270049,-116.5631626
22.67,2867.02,46.270049,-116.6048267
23.49,2948.36,46.270049,-116.6464908
20.68,2715.56,46.270049,-116.7714832
20,2714.8,46.270049,-116.8131473
21.85,2351.19,46.270049,-116.8548114
21.19,1895.82,46.270049,-116.8964756
48.29,934.17,46.270049,-117.2297886
20.75,3192.07,46.270049,-117.9380787
22.85,2731.36,46.270049,-117.9797428
25.33,1918.13,46.270049,-118.0214069
30.53,1478.75,46.270049,-118.063071
31.32,1510.32,46.270049,-118.1047352
31.11,1660.93,46.270049,-118.1463993
32.06,1623.63,46.270049,-118.1880634
32.38,1489.67,46.270049,-118.2297275
30.85,1519.73,46.270049,-118.2713917
29.91,1486.85,46.270049,-118.3130558
29.86,1474.83,46.270049,-118.3547199
45.08,1010.59,46.270049,-118.396384
51.17,848.64,46.270049,-118.4380482
59.5,669.5,46.270049,-118.4797123
60.71,651.93,46.270049,-118.5213764
62.67,616.37,46.270049,-118.5630405
27.01,2505.57,46.31171312,-116.1881855
24.17,2415.81,46.31171312,-116.2298496
22.8,2601.01,46.31171312,-116.2715137
20.88,2756.26,46.31171312,-116.3131778
20.81,2703.51,46.31171312,-116.354842
21.54,2564.03,46.31171312,-116.3965061
21.55,2732.9,46.31171312,-116.4381702
21.12,2739.85,46.31171312,-116.4798343
21.56,2734.54,46.31171312,-116.5214985
21.56,2762.8,46.31171312,-116.5631626
20.39,2812.26,46.31171312,-116.6048267
20.56,3009.66,46.31171312,-116.6464908
20.64,2970.94,46.31171312,-116.7298191
20.82,3093.66,46.31171312,-116.7714832
21.06,3343.12,46.31171312,-116.8131473
20.02,2728.92,46.31171312,-116.8964756
21.36,2268.04,46.31171312,-116.9381397
19.44,3725.05,46.31171312,-117.8964145
23.07,2717.9,46.31171312,-117.9380787
24.72,1800.98,46.31171312,-117.9797428
26.23,2043.51,46.31171312,-118.0214069
25.17,2235.37,46.31171312,-118.063071
25.48,1964.97,46.31171312,-118.1047352
28.1,1645.31,46.31171312,-118.1463993
29.8,1483.8,46.31171312,-118.1880634
